,id,title,series,author,rating_count,review_count,number_of_pages,date_published,publisher,genre,isbn,description,awards,rating
227,11711,Vernon God Little,Single,D.B.C. Pierre,33604.0,1437.0,279.0,2004.0,Faber and Faber,Fiction,1,955,4,3.58
229,976,Deception Point,Single,Dan Brown,631185.0,9971.0,556.0,2002.0,Pocket Books,Fiction,1,1423,0,3.73
231,2153405,Still Alice,Single,Lisa Genova,316441.0,28397.0,292.0,2007.0,iUniverse,Fiction,1,1240,1,4.3
232,13529,March,Single,Geraldine Brooks,63412.0,6178.0,280.0,2006.0,Penguin,Historical,1,1303,2,3.74
233,3257136,Dewey: The Small-Town Library Cat Who Touched the World,Dewey Readmore,Vicki Myron,63943.0,6254.0,277.0,2008.0,Grand Central Publishing,Nonfiction,1,1734,0,3.81
234,237209,In the Woods,Dublin Murder Squad,Tana French,352975.0,23864.0,429.0,2007.0,Viking,Mystery,1,1263,4,3.77
235,6304335,Beautiful Creatures,Caster Chronicles,Kami Garcia,577618.0,22330.0,563.0,2009.0,"Little, Brown and Company",Young Adult,1,1065,5,3.76
238,1971304,City of Thieves,Single,David Benioff,134748.0,12162.0,258.0,2008.0,Viking Books,Historical,1,1156,2,4.24
239,398323,Out Stealing Horses,Single,Per Petterson,34820.0,4357.0,258.0,2007.0,Graywolf Press,Fiction,1,1269,6,3.77
240,13486632,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,The Hundred-Year-Old Man,Jonas Jonasson,241869.0,24705.0,396.0,2012.0,Hesperus Press,Fiction,1,1358,2,3.81
242,8490112,Daughter of Smoke & Bone,Daughter of Smoke & Bone,Laini Taylor,351351.0,31061.0,418.0,2011.0,"Little, Brown Books for Young Readers",Fantasy,1,1307,13,3.98
243,1067,1776,Single,David McCullough,210374.0,7636.0,386.0,2006.0,Simon  Schuster,History,1,1920,1,4.05
244,7141642,The Thousand Autumns of Jacob de Zoet,Single,David Mitchell,65857.0,6239.0,479.0,2010.0,Random House,Fiction,1,1694,7,3.96
245,10967,The Fiery Cross,Outlander,Diana Gabaldon,193951.0,7773.0,1443.0,2005.0,Dell,Historical,1,850,0,4.21
246,9520360,The Son of Neptune,The Heroes of Olympus,Rick Riordan,475132.0,17653.0,544.0,2011.0,Disney-Hyperion Books,Fantasy,1,2127,2,4.41
247,7235533,The Way of Kings,The Stormlight Archive,Brandon Sanderson,364915.0,23961.0,1007.0,2010.0,Tor Books,Fantasy,1,2521,4,4.6
248,16243767,Crossing the Seas: A Diary of My Thoughts,Single,Yuehai Xiao,4901.0,29.0,328.0,2012.0,Authorhouse,Nonfiction,1,3532,0,3.48
249,5960325,Shanghai Girls,Shanghai Girls,Lisa See,151895.0,9945.0,309.0,2009.0,Random House,Historical,1,2118,2,3.88
250,315425,In Defense of Food: An Eater's Manifesto,Single,Michael Pollan,112862.0,8095.0,205.0,2008.0,Penguin Press,Nonfiction,1,957,0,4.05
251,15745753,Eleanor & Park,Single,Rainbow Rowell,981836.0,70542.0,328.0,2013.0,St. Martin's Press,Young Adult,1,961,20,4.0
252,12127750,The Mark of Athena,The Heroes of Olympus,Rick Riordan,497369.0,18653.0,592.0,2012.0,Disney-Hyperion Books,Fantasy,1,1833,2,4.44
253,88442,Austerlitz,Single,W.G. Sebald,20799.0,1519.0,415.0,2002.0,Penguin Books Ltd,Fiction,1,1111,6,3.91
254,898885,Loving Frank,Single,Nancy Horan,97837.0,9615.0,362.0,2007.0,Ballantine Books,Historical,1,1947,1,3.75
256,28078,The Birth of Venus,Single,Sarah Dunant,99178.0,3335.0,427.0,2004.0,Random House,Historical,1,1808,0,3.79
257,475,Collapse: How Societies Choose to Fail or Succeed,Civilizations Rise and Fall,Jared Diamond,70329.0,3441.0,608.0,2005.0,Penguin Books Ltd. (London),History,1,2133,3,3.9
258,11857408,Fifty Shades Darker,Fifty Shades,E.L. James,804238.0,29548.0,532.0,2011.0,The Writer's Coffee Shop Publishing House,Romance,1,1186,0,3.84
259,10965,A Breath of Snow and Ashes,Outlander,Diana Gabaldon,156887.0,5938.0,980.0,2006.0,Delta,Historical,1,1273,3,4.41
260,526764,Dreams of the Ringed Vale,Luthiel's Song,Robert Fanney,5714.0,208.0,328.0,2005.0,Dark Forest Press,Fantasy,1,1566,0,3.54
261,6482837,Before I Fall,Single,Lauren Oliver,321129.0,20818.0,470.0,2010.0,HarperCollins,Young Adult,1,1119,10,3.89
263,104189,"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",Same Kind of Different as Me,Ron Hall,92293.0,8221.0,240.0,2006.0,Thomas Nelson,Nonfiction,1,1028,0,4.13
264,29059,Choke,Single,Chuck Palahniuk,199959.0,6301.0,293.0,2002.0,Anchor Books,Fiction,1,1014,0,3.7
265,69136,The Book of Lost Things,Single,John Connolly,81694.0,8221.0,339.0,2006.0,Atria Books,Fantasy,1,1172,2,3.91
267,16068905,Fangirl,Single,Rainbow Rowell,656548.0,54392.0,483.0,2013.0,St. Martin's Griffin,Young Adult,0,1693,5,4.0
268,5196764,The Angel's Game,El cementerio de los libros olvidados,Carlos Ruiz Zafón,138312.0,11413.0,544.0,2010.0,W&N,Fiction,1,1357,0,3.93
269,15790842,Life After Life,Todd Family,Kate Atkinson,213049.0,25021.0,531.0,2013.0,Reagan Arthur Books,Fiction,1,1015,8,3.76
270,8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Quiet,Susan Cain,370743.0,25509.0,352.0,2012.0,"Crown Publishing Group/Random House, Inc.",Nonfiction,1,1499,3,4.05
271,20758104,The Knife of Never Letting Go,Chaos Walking,Patrick Ness,181824.0,18851.0,512.0,2014.0,Candlewick Press,Young Adult,1,1185,7,3.96
272,18045891,Sharp Objects,Single,Gillian Flynn,797466.0,49603.0,254.0,2006.0,Broadway Paperbacks,Mystery,0,1166,4,3.99
273,7090447,The Red Pyramid,The Kane Chronicles,Rick Riordan,359006.0,14018.0,516.0,2010.0,Disney-Hyperion,Fantasy,1,1586,5,4.08
274,25179,Blankets,Single,Craig Thompson,106168.0,6993.0,592.0,2003.0,Top Shelf Productions,Sequential Art,1,308,6,4.03
275,42899,Dark Lover,Black Dagger Brotherhood,J.R. Ward,316176.0,13889.0,393.0,2005.0,Penguin Group (USA),Romance,1,1097,7,4.16
276,23316548,The Book of Negroes,Single,Lawrence Hill,82887.0,6564.0,512.0,2015.0,W. W. Norton  Company,Historical,1,1336,6,4.4
278,11918,Bitten,Otherworld,Kelley Armstrong,102021.0,4669.0,436.0,2004.0,Plume Books,Fantasy,1,1074,0,4.0
279,693208,The Absolutely True Diary of a Part-Time Indian,Single,Sherman Alexie,247202.0,24719.0,230.0,2007.0,"Little, Brown Books for Young Readers",Young Adult,1,1142,13,4.07
280,17780,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Single,Nathaniel Philbrick,99716.0,6175.0,302.0,2001.0,Penguin Books,History,1,2249,4,4.1
281,29501,"The End of Faith: Religion, Terror, and the Future of Reason",Single,Sam Harris,44341.0,1755.0,348.0,2005.0,W. W. Norton  Company,Nonfiction,1,1001,1,3.84
282,11529868,The Orphan Master's Son,Single,Adam Johnson,99229.0,10319.0,443.0,2012.0,Random House,Fiction,1,2001,7,4.03
283,16115612,And the Mountains Echoed,Single,Khaled Hosseini,332634.0,29580.0,404.0,2013.0,Riverhead Books,Fiction,1,1666,4,4.05
284,815309,On Chesil Beach,Single,Ian McEwan,87782.0,7526.0,166.0,2007.0,Jonathan Cape,Fiction,1,1549,4,3.59
286,6400090,The Last Song,Single,Nicholas Sparks,527628.0,12293.0,390.0,2009.0,Grand Central Publishing,Romance,1,1273,1,4.15
287,6751,Consider the Lobster and Other Essays,Single,David Foster Wallace,48950.0,3111.0,343.0,2005.0,"Little, Brown and Company",Nonfiction,1,1359,0,4.13
288,2248573,Brisingr,The Inheritance Cycle,Christopher Paolini,334978.0,9455.0,748.0,2008.0,Alfred A. Knopf,Fantasy,1,1521,0,4.05
289,138685,Dissolution,Matthew Shardlake,C.J. Sansom,55084.0,3085.0,456.0,2004.0,Pan,Historical,1,279,0,4.01
290,43933,Tell No One,Single,Harlan Coben,139939.0,6105.0,370.0,2009.0,Dell Publishing Company,Mystery,1,1293,6,4.07
291,26004546,Lips of a Mastodon,Single,Ted Bernal Guevara,7471.0,24.0,226.0,2015.0,Rumble Lit Press,Fiction,1,1565,0,3.51
292,20170404,Station Eleven,Single,Emily St. John Mandel,370393.0,42440.0,333.0,2014.0,Knopf,Fiction,1,1293,14,4.05
293,10567,Cell,Single,Stephen King,207062.0,6434.0,449.0,2006.0,Pocket Star Books,Horror,1,360,0,3.66
294,2845024,Anathem,Single,Neal Stephenson,70604.0,5028.0,937.0,2008.0,William Morrow,Science Fiction,1,2290,5,4.13
295,32075671,The Hate U Give,The Hate U Give,Angie Thomas,648778.0,65899.0,444.0,2017.0,Balzer + Bray,Young Adult,0,1366,20,4.5
297,341879,Just Kids,Single,Patti Smith,212076.0,12583.0,304.0,2010.0,Ecco,Nonfiction,1,899,5,4.15
299,9850443,The Sisters Brothers,Single,Patrick deWitt,97716.0,9191.0,328.0,2011.0,Ecco,Fiction,1,1376,12,3.82
300,11570,Dreamcatcher,Single,Stephen King,162005.0,2834.0,688.0,2002.0,['        '],Horror,1,1521,0,3.64
301,7673244,Carnal: Somewhere Over 40 Winks,Single,Rom LcO'Feer,4848.0,13.0,222.0,2009.0,Lulu.com,Fiction,1,1171,0,3.47
302,17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Single,Malala Yousafzai,488040.0,22491.0,327.0,2013.0,"Little, Brown and Company",Nonfiction,1,1443,3,4.12
303,23291161,Possession of My Heart,The Three Immortal Blades,Kia Carrington-Russell,4885.0,25.0,258.0,2014.0,Crystal Publishing,None,1,1588,0,3.48
304,110494,Living Dead in Dallas,Sookie Stackhouse,Charlaine Harris,251902.0,7114.0,291.0,2004.0,Orbit,Fantasy,1,1172,1,3.95
305,41899,Fantastic Beasts and Where to Find Them,Hogwarts Library,Newt Scamander,372255.0,11218.0,128.0,2001.0,Arthur A. Levine Books,Fantasy,1,1125,0,3.96
306,11324204,Houdini Heart,Single,Ki Longfellow,10427.0,220.0,254.0,2011.0,Eio Books,Horror,1,1719,0,3.75
307,13747,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Single,Julie Powell,161725.0,8027.0,310.0,2005.0,Little Brown and Company,Nonfiction,1,1782,0,3.7
308,9275658,Legend,Legend,Marie Lu,467059.0,31653.0,305.0,2011.0,Putnam Juvenile,Young Adult,0,1329,7,4.16
309,13227454,The Unlikely Pilgrimage of Harold Fry,Harold Fry,Rachel Joyce,162015.0,18501.0,320.0,2012.0,Random House,Fiction,1,1879,5,3.91
310,6001011,Rooftops of Tehran,Single,Mahbod Seraji,12292.0,959.0,348.0,2009.0,NAL,Historical,1,1365,0,3.82
311,140082,Club Dead,Sookie Stackhouse,Charlaine Harris,237083.0,5646.0,274.0,2006.0,Orbit,Fantasy,0,960,0,3.99
312,7494,Suzanne's Diary for Nicholas,Single,James Patterson,146087.0,4947.0,289.0,2003.0,Vision,Romance,1,1788,0,4.15
313,1609451,Change of Heart,Single,Jodi Picoult,111890.0,6695.0,448.0,2008.0,Atria Books,Fiction,1,1665,2,3.91
314,71811,Moon Called,Mercy Thompson,Patricia Briggs,197511.0,8960.0,289.0,2006.0,Ace,Fantasy,1,924,0,4.12
315,34066798,A Gentleman in Moscow,Single,Amor Towles,378258.0,43034.0,462.0,2019.0,Penguin Books,Historical,0,1806,4,4.32
316,2832909,An Echo in the Bone,Outlander,Diana Gabaldon,134020.0,6625.0,820.0,2010.0,Orion,Historical,1,1487,2,4.4
317,7315573,Fall of Giants,The Century Trilogy,Ken Follett,298001.0,14805.0,985.0,2010.0,Berkley,Historical,1,1357,1,4.27
318,8366402,The Tiger's Wife,Single,Téa Obreht,100697.0,10973.0,338.0,2011.0,Random House,Fiction,1,2655,9,3.42
319,9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Single,Barack Obama,160849.0,5584.0,375.0,2006.0,Crown Publishers,Nonfiction,1,837,1,3.78
321,54775299,The Present,VanWest,Kenneth   Thomas,10379.0,120.0,200.0,2020.0,Crown Publishers,Science Fiction,0,372,0,4.27
323,17212231,Inferno,Robert Langdon,Dan Brown,511469.0,37841.0,463.0,2013.0,Doubleday,Fiction,1,1174,1,3.86
324,60510,Poison Study,Poison Study,Maria V. Snyder,163791.0,12357.0,427.0,2007.0,Mira,Fantasy,1,1116,3,4.07
325,12262741,Wild: From Lost to Found on the Pacific Crest Trail,Single,Cheryl Strayed,683007.0,42332.0,315.0,2012.0,Knopf,Nonfiction,1,1151,4,4.02
327,16181775,The Rosie Project,Don Tillman,Graeme Simsion,493257.0,42342.0,295.0,2013.0,Simon & Schuster,Fiction,1,1908,5,4.01
328,6837103,The Kitchen House,Single,Kathleen Grissom,252346.0,19133.0,369.0,2010.0,Atria Books,Historical,1,1237,1,4.18
330,6447501,Explosion in Paris,Single,Linda Masemore Pirrung,5159.0,98.0,408.0,2009.0,iUniverse.com,Romance,1,1253,0,3.49
331,5886881,Dark Places,Single,Gillian Flynn,648807.0,37772.0,349.0,2009.0,Shaye Areheart Books,Mystery,1,1186,2,3.93
332,3975774,Evermore,The Immortals,Alyson Noel,284561.0,9962.0,301.0,2009.0,St. Martin's Griffin,Young Adult,1,1349,2,3.59
333,10054335,Rules of Civility,Single,Amor Towles,173177.0,16761.0,335.0,2011.0,Viking Adult,Fiction,0,1131,2,4.04
334,8755785,City of Heavenly Fire,The Mortal Instruments,Cassandra Clare,337141.0,25314.0,725.0,2014.0,Margaret K. McElderry Books,Fantasy,1,1490,2,4.39
335,13536860,Fifty Shades Freed,Fifty Shades,E.L. James,767758.0,26756.0,579.0,2012.0,Vintage Books,Romance,1,1398,1,3.84
336,33724,Can You Keep a Secret?,Single,Sophie Kinsella,407173.0,13052.0,374.0,2005.0,Dell Publishing Company,Womens Fiction-Chick Lit,1,1080,0,3.84
337,6411016,Matterhorn,Single,Karl Marlantes,42880.0,3339.0,663.0,2009.0,El Leon Literary Arts,Fiction,1,2122,6,4.17
338,221059,JPod,Single,Douglas Coupland,22616.0,987.0,448.0,2007.0,Bloomsbury Publishing PLC,Fiction,1,1858,1,3.66
339,3466,The Wedding,The Notebook,Nicholas Sparks,148697.0,6369.0,276.0,2005.0,Vision,Romance,1,1487,0,3.97
341,140075,All Together Dead,Sookie Stackhouse,Charlaine Harris,197458.0,3719.0,336.0,2007.0,Ace Books,Fantasy,1,1233,0,4.04
342,13158800,The Light Between Oceans,Single,M.L. Stedman,427996.0,35805.0,362.0,2012.0,Scribner,Fiction,1,1788,7,4.02
343,79790,Magical Thinking: True Stories,Single,Augusten Burroughs,60577.0,1662.0,304.0,2005.0,Picador USA,Nonfiction,1,1022,0,3.91
344,4820,"Mayflower: A Story of Courage, Community, and War",Single,Nathaniel Philbrick,44703.0,2876.0,461.0,2006.0,Viking,History,1,862,2,3.83
345,20388847,The Book of Occult,Single,Simon W. Clark,8393.0,94.0,336.0,2013.0,Itoh Press,Fiction,1,2186,0,3.67
346,54352941,Don't Close Your Eyes,Don't Close Your Eyes,Lynessa Layne,587.0,48.0,326.0,2020.0,Lynessa Layne Literature,Romance,1,1523,0,3.95
347,55196363,Complicated Moonlight,DCYE,Lynessa Layne,341.0,13.0,287.0,2020.0,Lynessa Layne Literature,Romance,0,1464,0,4.33
348,11250053,The Snow Child,Single,Eowyn Ivey,131323.0,16071.0,386.0,2012.0,Reagan Arthur Books,Fiction,1,1320,5,3.97
349,19057,I Am the Messenger,Single,Markus Zusak,154356.0,14683.0,357.0,2006.0,Alfred A. Knopf Borzoi Books,Young Adult,0,993,7,4.01
351,409,Against the Day,Single,Thomas Pynchon,11566.0,857.0,1085.0,2006.0,Penguin Press,Fiction,1,2381,3,3.86
352,3228917,Outliers: The Story of Success,Single,Malcolm Gladwell,645141.0,28288.0,309.0,2008.0,"Little, Brown and Company",Nonfiction,1,1300,0,4.17
353,24768,Pretties,Uglies,Scott Westerfeld,249954.0,10555.0,370.0,2005.0,Simon Pulse,Young Adult,1,1087,0,3.84
354,9799,The Fortress of Solitude,Single,Jonathan Lethem,25660.0,1516.0,528.0,2005.0,Faber and Faber,Fiction,1,1219,1,3.79
355,6654313,Linger,The Wolves of Mercy Falls,Maggie Stiefvater,168507.0,9735.0,362.0,2010.0,Scholastic Press,Young Adult,1,1093,2,3.88
356,2233407,From Dead to Worse,Sookie Stackhouse,Charlaine Harris,185326.0,3836.0,368.0,2008.0,Ace Books,Fantasy,1,1109,0,3.99
357,16059,The Dive from Clausen's Pier,Single,Ann Packer,26806.0,1920.0,432.0,2003.0,Vintage,Fiction,1,1279,1,3.44
359,4909,Teacher Man,Frank McCourt,Frank McCourt,41799.0,2410.0,272.0,2006.0,Scribner,Nonfiction,1,2482,1,3.7
360,20483100,Wildalone,Wildalone Sagas,Krassi Zourkova,6848.0,490.0,384.0,2015.0,William Morrow,Fantasy,1,1552,0,3.42
362,49465,Those Who Save Us,Single,Jenna Blum,101446.0,6812.0,479.0,2005.0,Harcourt Books,Historical,1,1182,0,4.09
363,5933841,Inherent Vice,Single,Thomas Pynchon,32970.0,2602.0,369.0,2009.0,Penguin Press,Fiction,1,1715,0,3.72
364,13538873,Mr. Penumbra's 24-Hour Bookstore,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,188683.0,26682.0,288.0,2012.0,"Farrar, Straus and Giroux",Fiction,1,1056,5,3.73
365,127455,The Lies of Locke Lamora,Gentleman Bastard,Scott Lynch,258523.0,16636.0,499.0,2006.0,Bantam Spectra,Fantasy,1,2094,5,4.25
366,86643,Mistress of the Art of Death,Mistress of the Art of Death,Ariana Franklin,43715.0,3061.0,384.0,2007.0,G.P. Putnam's Sons,Historical,1,2249,2,3.89
367,88815,The Reluctant Fundamentalist,Single,Mohsin Hamid,73418.0,6545.0,184.0,2007.0,Harcourt,Fiction,1,1592,4,3.71
368,6135237,South of Broad,Single,Pat Conroy,46616.0,5650.0,514.0,2009.0,Nan A. Talese,Fiction,1,2004,1,3.8
370,764347,Unwind,Unwind Dystology,Neal Shusterman,213483.0,19571.0,337.0,2007.0,Simon & Schuster Books for Young Readers,Young Adult,1,1022,9,4.15
371,17167166,Crown of Midnight,Throne of Glass,Sarah J. Maas,451925.0,34138.0,420.0,2013.0,Bloomsbury USA Childrens,Fantasy,1,1526,1,4.36
372,1911,The World Is Flat: A Brief History of the Twenty-first Century,Single,Thomas L. Friedman,105068.0,3589.0,593.0,2006.0,"Farrar, Straus and Giroux (NY)",Nonfiction,1,1688,2,3.68
373,13453029,Wool Omnibus,Silo,Hugh Howey,176939.0,14119.0,509.0,2012.0,Broad Reach Publishing,Science Fiction,0,1039,4,4.19
374,32370,Dry,Single,Augusten Burroughs,96273.0,3575.0,293.0,2004.0,Picador USA,Autobiography-Memoir,1,1475,1,3.98
376,30183,Marked,House of Night,P.C. Cast,465270.0,14774.0,306.0,2007.0,St. Martin's Press,Young Adult,1,1114,1,3.8
377,9938498,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Single,Erik Larson,184893.0,15284.0,448.0,2011.0,Crown,History,1,2067,3,3.83
380,249747,Artemis Fowl,Artemis Fowl,Eoin Colfer,535042.0,12566.0,396.0,2003.0,Disney-Hyperion,Fantasy,0,739,5,3.85
381,112750,Darkfever,Fever,Karen Marie Moning,176757.0,11084.0,309.0,2006.0,Delacorte Press,Fantasy,1,1681,0,4.04
382,144977,The Tender Bar: A Memoir,Single,J.R. Moehringer,37885.0,2867.0,416.0,2006.0,Hyperion,Autobiography-Memoir,1,2753,1,3.88
383,9067850,The Throne of Fire,The Kane Chronicles,Rick Riordan,188352.0,6500.0,452.0,2011.0,Hyperion Books for Children,Fantasy,1,1567,1,4.16
384,139087,The Line of Beauty,Single,Alan Hollinghurst,28184.0,1539.0,438.0,2004.0,Bloomsbury,Fiction,1,1263,2,3.7
385,111450,Quidditch Through the Ages,Hogwarts Library,J.K. Rowling,168503.0,5930.0,105.0,2001.0,Scholastic,Fantasy,1,1078,0,3.81
386,112525,Winter's Bone,Single,Daniel Woodrell,35500.0,3838.0,193.0,2010.0,"Little, Brown and Company",Fiction,1,1554,2,3.85
387,8709527,Bloodlines,Bloodlines,Richelle Mead,184076.0,8505.0,421.0,2011.0,Razorbill,Young Adult,1,1664,1,4.17
388,7631105,The Scorch Trials,The Maze Runner,James Dashner,503141.0,27344.0,362.0,2010.0,Delacorte Press,Young Adult,1,1019,0,3.9
389,305234,Wicked Lovely,Wicked Lovely,Melissa Marr,171466.0,7211.0,328.0,2007.0,HarperTeen,Fantasy,1,1474,3,3.69
390,140079,Definitely Dead,Sookie Stackhouse,Charlaine Harris,203903.0,4106.0,324.0,2007.0,Ace Books,Fantasy,1,924,0,3.99
391,7740152,Torment,Fallen,Lauren Kate,227969.0,8151.0,452.0,2010.0,Delacorte Press,Young Adult,1,1149,0,3.85
392,18079776,The Invention of Wings,Single,Sue Monk Kidd,287842.0,24224.0,384.0,2014.0,Viking,Historical,1,2249,3,4.23
393,11084145,Steve Jobs,Single,Walter Isaacson,1074477.0,19553.0,627.0,2011.0,Simon & Schuster,Autobiography-Memoir,1,2186,3,4.15
395,7849341,Tiger's Voyage,Tiger's Curse,Colleen Houck,37056.0,2299.0,560.0,2011.0,Hodder & Stoughton,Fantasy,1,370,0,4.21
396,40937505,زندگی مه آلود پریا,Single,سید مرتضی مصطفوی,943.0,133.0,204.0,2015.0,نشر داستان,None,0,976,0,3.9
397,16240980,Why She Left Us,Single,David Dennis,4994.0,40.0,432.0,2012.0,Createspace,Thriller,0,1098,1,3.46
398,2475251,The Cellist of Sarajevo,Single,Steven Galloway,39455.0,4088.0,235.0,2008.0,Riverhead Hardcover,Fiction,1,2033,5,3.95
399,21326,"Fables, Vol. 1: Legends in Exile",Fables,Bill Willingham,136827.0,3560.0,128.0,2002.0,Vertigo,Sequential Art,1,1091,2,3.96
400,170210,Dead as a Doornail,Sookie Stackhouse,Charlaine Harris,219963.0,4161.0,295.0,2006.0,Ace Books,Fantasy,1,1035,0,3.98
401,5161066,Dead and Gone,Sookie Stackhouse,Charlaine Harris,185103.0,4603.0,320.0,2009.0,Ace Books,Fantasy,1,1231,1,4.0
402,14748,Good in Bed,Cannie Shapiro,Jennifer Weiner,291324.0,6075.0,376.0,2002.0,Washington Square Press,Womens Fiction-Chick Lit,1,1282,0,3.73
403,12127810,The House of Hades,The Heroes of Olympus,Rick Riordan,317902.0,16660.0,597.0,2013.0,Disney-Hyperion Books,Fantasy,1,1834,1,4.51
404,35036409,My Brilliant Friend,L'amica geniale,Elena Ferrante,243333.0,20960.0,331.0,2012.0,Penguin Random House,Fiction,0,952,3,3.97
405,51738,Just Listen,Single,Sarah Dessen,246125.0,8353.0,371.0,2006.0,Viking Books,Young Adult,1,966,5,4.04
406,29395568,Exotic Neurotic,Single,Kenneth Jarrett Singleton,5256.0,13.0,108.0,2016.0,Createspace Independent Publishing Platform,Poetry,1,755,0,3.57
407,6597651,The Windup Girl,The Windup Universe,Paolo Bacigalupi,74150.0,6629.0,359.0,2009.0,Night Shade Books,Science Fiction,1,1551,12,3.74
408,81227,Infidel,Single,Ayaan Hirsi Ali,92887.0,6652.0,353.0,2007.0,Free Press,Nonfiction,1,1930,2,4.13
409,1421990,Halfway to the Grave,Night Huntress,Jeaniene Frost,151847.0,7795.0,358.0,2007.0,Avon,Fantasy,1,1219,1,4.12
410,2866718,Untamed,House of Night,P.C. Cast,230396.0,3721.0,338.0,2008.0,St. Martin's Griffin,Young Adult,1,445,0,3.93
411,10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Single,Tracy Kidder,85075.0,4977.0,333.0,2004.0,Random House Trade,Nonfiction,1,1519,0,4.11
412,7812659,Safe Haven,Single,Nicholas Sparks,356018.0,14154.0,340.0,2010.0,Grand Central Publishing,Romance,1,1550,1,4.2
413,24724,Drop City,Single,T. Coraghessan Boyle,16700.0,1037.0,497.0,2004.0,Penguin Books,Fiction,1,1188,1,3.75
